Chr	Start	End	ENSGID	Gene	HI	TS	GHIS	Episcores	LOEUF	pLI	Morbid_gene	OMIM_gene	Zscore_gene
chr1	68894505	68915642	ENSG00000116745	RPE65	NA	NA	0.419880318	0.177516667	1.11	0.00	1	1	-0.24
chr1	68939835	68962904	ENSG00000024526	DEPDC1	NA	NA	0.61535256	0.35815	0.80	0.00	0	1	0.44
chr1	70034081	70617628	ENSG00000033122	LRRC7	NA	NA	0.565463785	0.725233333	0.16	1.00	0	1	3.60
chr1	70610488	70671303	ENSG00000066557	LRRC40	NA	NA	0.605345504	0.648283333	1.35	0.00	0	0	0.18
chr1	70671365	70718735	ENSG00000116754	SRSF11	NA	NA	0.700461473	0.783833333	0.23	1.00	0	1	2.44
chr1	70726271	70820417	ENSG00000118454	ANKRD13C	NA	NA	0.655710349	0.5864	0.25	1.00	0	1	2.37
chr1	70820488	70851022	ENSG00000197568	HHLA3	NA	NA	NA	0.574533333	1.83	0.01	0	1	0.20
chr1	70876901	70905534	ENSG00000116761	CTH	30	0	0.42288726	0.59505	1.10	0.00	1	1	-0.65
chr1	71318036	71513491	ENSG00000050628	PTGER3	NA	NA	0.467399431	0.593033333	0.58	0.37	0	1	1.31
chr1	71514538	71532867	ENSG00000235079	ZRANB2-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	71528974	71546980	ENSG00000132485	ZRANB2	NA	NA	0.633015211	0.502233333	0.18	1.00	0	1	1.68
chr1	71861623	72748417	ENSG00000172260	NEGR1	NA	NA	0.540104672	0.740816667	0.25	0.99	0	1	1.64
chr1	72259915	72302695	ENSG00000228853	NEGR1-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	74491699	74663871	ENSG00000162620	LRRIQ3	NA	NA	NA	0.261183333	1.22	0.00	0	1	-0.82
chr1	74663896	74699770	ENSG00000254685	FPGT	NA	NA	0.538318019	0.264	1.28	0.00	0	1	-0.90
chr1	74663919	75009666	ENSG00000259030	FPGT-TNNI3K	NA	NA	0.501335512	0.264	1.43	0.00	1	1	-0.73
chr1	74663947	75010112	ENSG00000116783	TNNI3K	NA	NA	0.501524885	0.290383333	1.43	0.00	1	1	-0.73
chr1	74935562	74978298	ENSG00000162621	LRRC53	NA	NA	0.394099996	0.22855	1.39	0.00	0	0	0.89
chr1	75033795	75139422	ENSG00000178965	C1orf173	NA	NA	0.458975517	0.311533333	1.36	0.00	0	0	-2.07
chr1	75171170	75199092	ENSG00000116791	CRYZ	NA	NA	0.494577699	0.60575	1.93	0.00	0	1	0.38
chr1	75198836	75232362	ENSG00000162623	TYW3	NA	NA	0.548102776	0.587683333	1.05	0.00	0	1	-0.36
chr1	75594119	75627218	ENSG00000162624	LHX8	NA	NA	NA	0.89255	0.47	0.52	0	1	1.61
chr1	75667816	76076801	ENSG00000137968	SLC44A5	NA	NA	0.468415581	0.75685	0.52	0.00	0	0	1.18
chr1	76190036	76253260	ENSG00000117054	ACADM	30	0	0.564727513	0.47895	1.15	0.00	1	1	0.54
chr1	76251879	76260764	ENSG00000137955	RABGGTB	NA	NA	0.647588138	0.87025	0.68	0.01	0	1	1.48
chr1	76262567	76378923	ENSG00000057468	MSH4	NA	NA	0.447242611	0.318416667	0.99	0.00	1	1	0.81
chr1	76384558	76398116	ENSG00000154007	ASB17	NA	NA	NA	0.04775	1.51	0.00	0	1	-0.12
chr1	76540404	77100286	ENSG00000184005	ST6GALNAC3	NA	NA	0.502953752	0.3922	0.96	0.00	0	1	0.45
chr1	77333126	77531396	ENSG00000117069	ST6GALNAC5	NA	NA	0.60303508	0.7117	0.61	0.17	0	1	0.54
chr1	77554675	77685115	ENSG00000142892	PIGK	NA	NA	0.58996034	0.369283333	0.77	0.00	0	1	0.55
chr1	77747736	78025651	ENSG00000154027	AK5	NA	NA	0.603502372	0.5425	0.56	0.00	0	1	2.15
chr1	78028101	78149104	ENSG00000036549	ZZZ3	NA	NA	0.65098396	0.463533333	0.18	1.00	0	1	1.67
chr1	78161672	78225537	ENSG00000077254	USP33	NA	NA	0.655006733	0.380166667	0.33	0.86	0	1	2.10
chr1	78245309	78344106	ENSG00000180488	FAM73A	NA	NA	0.6442411	0.3674	0.73	0.00	0	1	0.53
chr1	78347033	78355224	ENSG00000235927	NEXN-AS1	NA	NA	NA	NA	NA	NA	0	1	NA
chr1	78354198	78409580	ENSG00000162614	NEXN	NA	NA	0.53867897	0.394216667	0.78	0.00	1	1	-0.21
chr1	78409740	78444794	ENSG00000162613	FUBP1	NA	NA	0.607565929	0.84	0.12	1.00	0	1	2.97
chr1	78444859	78483648	ENSG00000162616	DNAJB4	NA	NA	0.605586557	0.612283333	0.83	0.02	0	1	1.21
chr1	78445226	78604133	ENSG00000137960	GIPC2	NA	NA	0.435299014	0.379266667	1.59	0.00	0	1	-0.27
chr1	78769568	79005434	ENSG00000122420	PTGFR	NA	NA	0.464816322	0.354416667	0.75	0.07	0	1	1.17
chr1	79085607	79111830	ENSG00000137959	IFI44L	NA	NA	0.438100049	0.411633333	1.52	0.00	0	1	-1.21
chr1	79115481	79129763	ENSG00000137965	IFI44	NA	NA	0.522071557	0.399283333	1.50	0.00	0	1	-1.30
chr1	79355449	79472403	ENSG00000162618	ELTD1	NA	NA	0.485534828	0.3672	1.00	0.00	0	1	0.03
chr1	81771845	82458120	ENSG00000117114	LPHN2	NA	NA	0.53527917	0.900683333	0.11	1.00	0	1	1.22
chr1	84330711	84464833	ENSG00000137941	TTLL7	NA	NA	0.558445137	0.597533333	0.43	0.00	0	1	2.58
chr1	84444801	84449983	ENSG00000233061	TTLL7-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	84543745	84704181	ENSG00000142875	PRKACB	NA	NA	0.645357224	0.506183333	0.48	0.35	0	1	2.80
chr1	84764049	84855640	ENSG00000203943	SAMD13	NA	NA	0.513943085	0.667566667	1.42	0.01	0	0	0.86
chr1	84864215	84880701	ENSG00000137976	DNASE2B	NA	NA	NA	0.115283333	1.63	0.00	0	1	0.16
chr1	84944942	84963473	ENSG00000117133	RPF1	NA	NA	0.495751151	0.648116667	1.19	0.00	0	0	0.20
chr1	84964008	84972248	ENSG00000174021	GNG5	NA	NA	0.621494322	0.728783333	1.58	0.19	0	1	0.38
chr1	85015289	85040163	ENSG00000117151	CTBS	NA	NA	0.489745545	0.378516667	1.18	0.00	0	1	0.66
chr1	85093913	85100703	ENSG00000180869	C1orf180	NA	NA	0.393952739	0.07465	1.89	0.09	0	0	0.66
chr1	85109390	85156486	ENSG00000117155	SSX2IP	NA	NA	0.616965421	0.586583333	0.79	0.00	0	1	0.37
chr1	85277285	85358896	ENSG00000171517	LPAR3	NA	NA	0.443517253	0.34545	0.59	0.68	0	1	0.26
chr1	85391268	85462796	ENSG00000153898	MCOLN2	NA	NA	0.478852685	0.532166667	1.19	0.00	0	1	0.53
chr1	85464830	85598821	ENSG00000162643	WDR63	NA	NA	0.457180207	0.63945	0.76	0.00	0	1	1.02
chr1	85483765	85514182	ENSG00000055732	MCOLN3	NA	NA	0.554921285	0.620916667	0.94	0.00	0	1	0.62
chr1	85622556	85666729	ENSG00000097096	SYDE2	NA	NA	0.409359336	0.76885	1.00	0.00	0	0	0.79
chr1	85715639	85725355	ENSG00000162642	C1orf52	NA	NA	0.641308944	0.249183333	1.10	0.05	0	0	-0.12
chr1	85731931	85742773	ENSG00000142867	BCL10	NA	NA	0.480243727	0.494933333	0.73	0.34	1	1	1.39
chr1	85784164	86043933	ENSG00000153904	DDAH1	NA	NA	0.644079723	0.91185	0.95	0.00	0	1	1.49
chr1	86046444	86049645	ENSG00000142871	CYR61	NA	NA	0.553621323	0.91935	0.45	0.71	0	1	0.37
chr1	86115106	86174116	ENSG00000117174	ZNHIT6	NA	NA	0.60907602	0.566116667	1.16	0.00	0	0	0.30
chr1	86194916	86622626	ENSG00000171502	COL24A1	NA	NA	0.433016375	0.418983333	0.91	0.00	0	1	-0.21
chr1	86814344	86862023	ENSG00000122417	ODF2L	NA	NA	0.481802248	0.424616667	1.22	0.00	0	0	-0.20
chr1	86889769	86922241	ENSG00000137975	CLCA2	NA	NA	0.470748603	0.30635	1.27	0.00	0	1	0.37
chr1	86934051	86965972	ENSG00000016490	CLCA1	NA	NA	NA	0.178716667	0.72	0.00	0	1	0.71
chr1	87012761	87046437	ENSG00000016602	CLCA4	NA	NA	0.441095611	0.169966667	1.03	0.00	0	1	0.23
chr1	87170259	87213867	ENSG00000097033	SH3GLB1	NA	NA	0.563457851	0.736016667	0.24	0.99	0	1	1.63
chr1	87328132	87380107	ENSG00000183291	SEP15	NA	NA	0.505808191	0.844933333	1.02	0.06	0	1	0.29
chr1	87380331	87602334	ENSG00000153936	HS2ST1	NA	NA	0.621942206	0.845	0.47	0.54	0	1	1.51
chr1	87794151	87814606	ENSG00000143013	LMO4	NA	NA	0.618303463	0.877233333	0.59	0.68	0	1	2.10
chr1	89149905	89301938	ENSG00000065243	PKN2	1	1	0.65577475	0.777766667	0.15	1.00	0	1	2.97
chr1	89318615	89357627	ENSG00000137947	GTF2B	NA	NA	0.556206514	0.47795	0.92	0.00	0	1	2.53
chr1	89401456	89458636	ENSG00000137944	CCBL2	NA	NA	0.502603824	0.618283333	1.34	0.00	0	1	0.57
chr1	89445139	89458643	ENSG00000213516	RBMXL1	NA	NA	0.520568197	0.618283333	0.92	0.03	0	0	0.33
chr1	89472349	89488577	ENSG00000117226	GBP3	NA	NA	NA	0.252433333	0.31	0.98	1	1	2.63
chr1	89518002	89531043	ENSG00000117228	GBP1	NA	NA	0.383701229	0.306783333	1.23	0.00	0	1	-0.45
chr1	89571815	89616139	ENSG00000162645	GBP2	NA	NA	0.442443869	0.260133333	0.99	0.00	0	1	0.11
chr1	89597434	89641723	ENSG00000213512	GBP7	NA	NA	NA	0.055133333	1.18	0.00	0	1	-0.25
chr1	89646831	89664615	ENSG00000162654	GBP4	NA	NA	0.404398736	0.3232	1.24	0.00	0	1	0.48
chr1	89724633	89738544	ENSG00000154451	GBP5	NA	NA	0.444357948	0.163583333	1.03	0.00	0	1	-0.30
chr1	89829617	89852020	ENSG00000183347	GBP6	NA	NA	NA	0.1435	1.27	0.00	0	1	-0.00
chr1	89990395	90063423	ENSG00000197147	LRRC8B	NA	NA	0.589955245	0.546833333	0.25	1.00	0	1	2.54
chr1	90098631	90235462	ENSG00000171488	LRRC8C	NA	NA	0.492194659	0.51685	0.64	0.00	0	1	2.58
chr1	90286573	90402170	ENSG00000171492	LRRC8D	NA	NA	0.446564639	0.630416667	0.31	0.98	0	1	3.20
chr1	90460671	90501090	ENSG00000162664	ZNF326	NA	NA	0.584766848	0.59565	0.36	0.90	0	1	1.58
chr1	91177096	91182794	ENSG00000143032	BARHL2	NA	NA	0.472063356	0.89585	0.54	0.61	0	1	-0.06
chr1	91380859	91487829	ENSG00000122482	ZNF644	NA	NA	0.692841647	0.665116667	0.25	1.00	1	1	1.55
chr1	91726323	91870426	ENSG00000162669	HFM1	30	0	0.489865826	0.430766667	0.93	0.00	1	1	0.74
chr1	91966408	91991321	ENSG00000097046	CDC7	NA	NA	0.609732148	0.590083333	0.80	0.00	0	1	0.69
chr1	92145902	92371892	ENSG00000069702	TGFBR3	NA	NA	0.492702721	0.476016667	0.50	0.00	0	1	1.21
chr1	92414928	92479983	ENSG00000137948	BRDT	NA	NA	NA	0.1379	0.66	0.00	1	1	0.46
chr1	92495539	92529093	ENSG00000172031	EPHX4	NA	NA	0.613317826	0.367483333	0.91	0.00	0	1	1.06
chr1	92545862	92613393	ENSG00000189195	BTBD8	NA	NA	NA	0.184983333	1.13	0.00	0	1	0.44
chr1	92632542	92650280	ENSG00000069712	KIAA1107	NA	NA	NA	0.073016667	1.13	0.00	0	1	0.44
chr1	92683497	92711370	ENSG00000203910	C1orf146	NA	NA	0.395061042	0.091116667	1.25	0.00	0	1	0.40
chr1	92711959	92764544	ENSG00000174842	GLMN	3	0	0.425937076	0.41945	0.91	0.00	1	1	0.95
chr1	92764522	92867613	ENSG00000122484	RPAP2	NA	NA	0.615935861	0.420616667	0.77	0.00	0	1	0.74
chr1	92940319	92952433	ENSG00000162676	GFI1	NA	NA	0.410333708	0.701216667	0.56	0.25	1	1	1.59
chr1	92974253	93257961	ENSG00000067208	EVI5	NA	NA	0.545457031	0.18445	0.76	0.00	0	1	0.78
chr1	93297582	93307481	ENSG00000122406	RPL5	NA	NA	0.594909496	0.656416667	0.17	1.00	1	1	1.90
chr1	93307724	93427057	ENSG00000154511	FAM69A	NA	NA	0.445898856	0.28645	0.49	0.58	0	1	2.26
chr1	93544792	93604638	ENSG00000143033	MTF2	NA	NA	0.673922396	0.737783333	0.18	1.00	0	1	2.55
chr1	93615299	93646285	ENSG00000117500	TMED5	NA	NA	0.639229697	0.881666667	1.74	0.00	0	1	0.67
chr1	93645476	93744287	ENSG00000122483	CCDC18	NA	NA	0.563244424	0.875683333	0.97	0.00	0	0	1.61
chr1	93811445	93835055	ENSG00000117505	DR1	NA	NA	NA	0.754783333	0.37	0.92	0	1	2.23
chr1	93913688	94020218	ENSG00000137942	FNBP1L	NA	NA	0.616415477	0.6573	0.37	0.75	0	1	2.11
chr1	94027347	94312706	ENSG00000137936	BCAR3	NA	NA	0.486869432	0.631616667	0.38	0.58	0	1	0.30
chr1	94333373	94345474	ENSG00000067334	DNTTIP2	NA	NA	0.508399413	0.376366667	0.90	0.00	0	1	0.57
chr1	94350761	94374966	ENSG00000023909	GCLM	NA	NA	0.504338293	0.545866667	0.22	0.99	1	1	1.36
chr1	94458393	94586688	ENSG00000198691	ABCA4	NA	NA	NA	0.343083333	0.91	0.00	1	1	-0.66
chr1	94614544	94740624	ENSG00000137962	ARHGAP29	NA	NA	0.581414778	0.745066667	0.25	1.00	0	1	1.21
chr1	94883933	94984222	ENSG00000117528	ABCD3	NA	NA	0.603348722	0.6252	0.43	0.01	1	1	2.54
chr1	94994781	95007356	ENSG00000117525	F3	NA	NA	NA	0.790866667	0.80	0.02	1	1	0.61
chr1	95285898	95360802	ENSG00000143036	SLC44A3	NA	NA	0.431214222	0.52585	1.47	0.00	0	0	0.99
chr1	95362507	95392834	ENSG00000117519	CNN3	NA	NA	0.43881422	0.85615	0.49	0.60	0	1	2.24
chr1	95439963	95538501	ENSG00000172339	ALG14	NA	NA	0.490378865	0.340316667	1.20	0.00	1	1	0.27
chr1	95582894	95663163	ENSG00000152078	TMEM56	NA	NA	0.448878648	0.450383333	0.65	0.26	0	0	1.16
chr1	95583479	95712781	ENSG00000271092	TMEM56-RWDD3	NA	NA	NA	0.464733333	0.96	0.01	0	0	1.06
chr1	95699711	95712781	ENSG00000122481	RWDD3	NA	NA	0.490410368	0.3029	1.09	0.00	0	1	0.30
chr1	97187221	97289294	ENSG00000117569	PTBP2	NA	NA	0.665869383	0.482533333	0.22	1.00	0	1	3.20
chr1	97543299	98386605	ENSG00000188641	DPYD	30	0	0.49022305	0.512833333	1.00	0.00	1	1	-0.22
chr1	97561479	97788511	ENSG00000232878	DPYD-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	97859710	97885697	ENSG00000232542	DPYD-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	98262477	98263622	ENSG00000235777	DPYD-AS2	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	99127236	99226056	ENSG00000162627	SNX7	NA	NA	0.545304362	0.446683333	0.92	0.00	0	1	0.37
chr1	99355806	99470588	ENSG00000117598	LPPR5	NA	NA	0.635049471	0.621216667	0.65	0.06	0	1	1.47
chr1	99729509	99775146	ENSG00000117600	LPPR4	NA	NA	0.527514152	0.411466667	0.37	0.86	0	1	2.88
chr1	100111499	100160097	ENSG00000099260	PALMD	NA	NA	0.420244034	0.5242	0.70	0.00	0	1	-0.17
chr1	100174259	100232187	ENSG00000156869	FRRS1	NA	NA	0.517920373	0.306566667	0.85	0.00	0	1	0.57
chr1	100315640	100389579	ENSG00000162688	AGL	NA	NA	0.454021147	0.511766667	0.80	0.00	1	1	-0.46
chr1	100435345	100492535	ENSG00000117620	SLC35A3	NA	NA	0.565257644	0.2413	0.80	0.00	1	1	1.42
chr1	100503653	100548933	ENSG00000156875	HIAT1	NA	NA	0.597383255	0.75615	0.32	0.97	0	0	2.82
chr1	100549119	100598511	ENSG00000156876	SASS6	NA	NA	0.63507721	0.568533333	0.68	0.00	1	1	1.01
chr1	100598706	100616053	ENSG00000122435	TRMT13	NA	NA	0.612875673	0.551266667	0.93	0.00	0	0	0.41
chr1	100614409	100643771	ENSG00000122477	LRRC39	NA	NA	0.524599376	0.0958	0.83	0.00	0	0	0.26
chr1	100652475	100715390	ENSG00000137992	DBT	30	NA	0.468084478	0.255033333	0.82	0.00	1	1	0.99
chr1	100731763	100758325	ENSG00000137996	RTCA	NA	NA	0.526526112	0.28505	1.13	0.00	0	1	0.30
chr1	100810584	100985833	ENSG00000079335	CDC14A	NA	NA	0.514829915	0.822166667	0.77	0.00	1	1	0.49
chr1	101003693	101007574	ENSG00000181656	GPR88	NA	NA	0.40098444	0.421	0.53	0.75	1	1	3.03
chr1	101185298	101204601	ENSG00000162692	VCAM1	NA	NA	0.412373371	0.518783333	0.39	0.80	0	1	1.21
chr1	101337943	101361554	ENSG00000162694	EXTL2	NA	NA	0.562290193	0.895883333	1.03	0.00	0	1	0.83
chr1	101361632	101447309	ENSG00000162695	SLC30A7	NA	NA	0.648884753	0.88445	1.02	0.00	0	1	0.47
chr1	101455179	101491644	ENSG00000117543	DPH5	NA	NA	0.535815489	0.432183333	1.27	0.00	0	1	0.48
chr1	101702444	101707074	ENSG00000170989	S1PR1	NA	NA	0.500956424	0.61655	0.55	0.73	0	1	2.61
chr1	102268130	102462586	ENSG00000118733	OLFM3	NA	NA	0.652673121	0.268233333	0.69	0.00	0	1	1.61
chr1	103342023	103574052	ENSG00000060718	COL11A1	1	0	0.522395031	0.5507	0.22	1.00	1	1	1.02
chr1	104068313	104097861	ENSG00000185946	RNPC3	NA	NA	0.628547724	0.389333333	0.74	0.00	0	1	0.99
chr1	104096437	104122156	ENSG00000240038	AMY2B	NA	NA	0.398587193	0.000483333	1.72	0.00	0	1	-2.52
chr1	104159999	104168402	ENSG00000243480	AMY2A	NA	NA	NA	0.145466667	1.68	0.00	0	1	-1.02
chr1	104197912	104207173	ENSG00000237763	AMY1A	NA	NA	NA	0.000583333	1.84	0.00	0	1	-0.05
chr1	104230037	104239302	ENSG00000174876	AMY1B	NA	NA	0.408816969	0.000583333	1.93	0.00	0	1	0.09
chr1	104293028	104301312	ENSG00000187733	AMY1C	NA	NA	NA	0.000583333	1.64	0.00	0	1	-0.50
chr1	107599267	107601916	ENSG00000198890	PRMT6	NA	NA	0.629356721	0.434416667	0.92	0.00	0	1	0.28
chr1	107682629	108026080	ENSG00000162631	NTNG1	NA	NA	0.57781644	0.7392	0.20	1.00	0	1	2.93
chr1	108113782	108507766	ENSG00000134215	VAV3	NA	NA	0.530402978	0.552716667	0.72	0.00	0	1	1.13
chr1	108507065	108537229	ENSG00000230489	VAV3-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	108676658	108743471	ENSG00000085491	SLC25A24	NA	NA	0.608366539	0.463616667	1.13	0.00	0	1	0.82
chr1	108765963	108786689	ENSG00000196427	NBPF4	NA	NA	NA	0.000583333	1.47	0.01	0	1	0.74
chr1	108918421	109013624	ENSG00000186086	NBPF6	NA	NA	NA	0.001966667	1.61	0.01	0	1	-0.38
chr1	109102711	109187522	ENSG00000162636	FAM102B	NA	NA	0.568131868	0.48545	0.77	0.00	0	0	1.00
chr1	109190912	109204148	ENSG00000162639	HENMT1	NA	NA	0.4163756	0.132833333	1.57	0.00	0	1	0.06
chr1	109234945	109244425	ENSG00000134186	PRPF38B	NA	NA	0.608521901	0.78285	0.38	0.70	0	1	1.92
chr1	109255279	109285365	ENSG00000143107	FNDC7	NA	NA	NA	0.15905	0.96	0.00	0	0	0.77
chr1	109289296	109352148	ENSG00000116266	STXBP3	NA	NA	0.628660846	0.270833333	0.59	0.00	0	1	1.76
chr1	109358520	109506106	ENSG00000162641	AKNAD1	NA	NA	NA	0.339266667	1.23	0.00	0	0	-0.06
chr1	109399839	109401146	ENSG00000203897	SPATA42	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	109417972	109477167	ENSG00000121957	GPSM2	30	0	0.574015321	0.443783333	0.86	0.00	1	1	1.26
chr1	109472130	109506111	ENSG00000121940	CLCC1	NA	NA	0.478733548	0.239566667	0.57	0.01	1	1	1.10
chr1	109512836	109584850	ENSG00000085433	WDR47	NA	NA	0.615830644	0.325466667	0.39	0.29	0	1	2.75
chr1	109605108	109618624	ENSG00000197780	TAF13	1	0	0.62195256	0.18555	1.08	0.02	1	1	1.26
chr1	109632425	109639556	ENSG00000215717	TMEM167B	NA	NA	0.583144329	0.413683333	0.79	0.68	0	0	0.81
chr1	109648573	109656479	ENSG00000179902	C1orf194	NA	NA	NA	0.36765	1.76	0.00	0	1	0.96
chr1	109656301	109749401	ENSG00000116299	KIAA1324	NA	NA	0.437077859	0.333233333	0.72	0.00	0	1	1.12
chr1	109756540	109780791	ENSG00000031698	SARS	NA	NA	0.546540886	0.35085	0.93	0.00	1	1	0.25
chr1	109792641	109818372	ENSG00000143126	CELSR2	NA	NA	0.52383309	0.169316667	0.25	1.00	0	1	2.18
chr1	109822178	109825808	ENSG00000134222	PSRC1	NA	NA	0.448800449	0.118266667	1.29	0.00	0	1	0.32
chr1	109834987	109849663	ENSG00000221986	MYBPHL	NA	NA	NA	0.219166667	0.75	0.00	0	1	0.40
chr1	109852192	109940573	ENSG00000134243	SORT1	NA	NA	0.473204978	0.567333333	0.21	1.00	1	1	2.10
chr1	109941653	109969062	ENSG00000143106	PSMA5	NA	NA	0.696907227	0.44175	0.20	0.99	0	1	2.81
chr1	110009180	110024759	ENSG00000143028	SYPL2	NA	NA	0.418630925	0.703983333	1.20	0.00	0	0	0.40
chr1	110026101	110035426	ENSG00000162650	ATXN7L2	NA	NA	0.531940356	0.58995	0.38	0.87	0	0	1.16
chr1	110036674	110045554	ENSG00000174151	CYB561D1	NA	NA	0.504808909	0.1518	1.50	0.00	0	0	-0.07
chr1	110046797	110052360	ENSG00000181754	AMIGO1	NA	NA	0.563224366	0.13155	0.24	0.98	0	1	2.86
chr1	110082494	110091028	ENSG00000156097	GPR61	NA	NA	0.622488533	0.161516667	0.46	0.78	0	1	2.09
chr1	110091233	110136975	ENSG00000065135	GNAI3	0	0	0.672797351	0.6333	0.61	0.04	1	1	1.79
chr1	110145889	110155679	ENSG00000134183	GNAT2	NA	NA	0.412518856	0.29035	0.98	0.00	1	1	0.66
chr1	110158726	110174673	ENSG00000116337	AMPD2	NA	NA	0.552704426	0.396733333	0.64	0.00	1	1	2.83
chr1	110198703	110208118	ENSG00000168765	GSTM4	NA	NA	NA	0.126783333	1.62	0.00	0	1	0.13
chr1	110210644	110252171	ENSG00000213366	GSTM2	NA	NA	0.548041504	0.04765	1.39	0.00	0	1	0.84
chr1	110230436	110251661	ENSG00000134184	GSTM1	NA	NA	NA	0.10795	1.01	0.00	0	1	1.52
chr1	110254864	110318050	ENSG00000134201	GSTM5	NA	NA	0.402877121	0.051733333	1.54	0.00	0	1	-0.94
chr1	110276554	110284384	ENSG00000134202	GSTM3	NA	NA	0.412515371	0.151116667	1.17	0.00	0	1	0.94
chr1	110292702	110306649	ENSG00000198758	EPS8L3	NA	NA	NA	0.075816667	0.91	0.00	1	1	0.09
chr1	110452864	110473614	ENSG00000184371	CSF1	NA	NA	0.47022764	0.4022	0.23	1.00	0	1	0.51
chr1	110527308	110566357	ENSG00000168710	AHCYL1	NA	NA	0.632157096	0.541383333	0.28	0.99	0	1	4.02
chr1	110574199	110617263	ENSG00000143093	STRIP1	NA	NA	0.632565682	0.331616667	0.55	0.00	0	1	2.38
chr1	110602616	110613322	ENSG00000156150	ALX3	NA	NA	0.625937697	0.650416667	1.03	0.02	1	1	0.45
chr1	110655062	110656569	ENSG00000186150	UBL4B	NA	NA	0.417683714	0.354383333	1.84	0.03	0	1	0.25
chr1	110693108	110744824	ENSG00000197106	SLC6A17	NA	NA	0.661327828	0.686416667	0.42	0.50	1	1	2.39
chr1	110751456	110752609	ENSG00000224965	KCNC4-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	110753965	110825722	ENSG00000116396	KCNC4	NA	NA	0.566948469	0.503966667	0.73	0.00	0	1	2.06
chr1	110881128	110889299	ENSG00000162775	RBM15	1	0	0.564942656	0.900616667	0.28	0.99	1	1	1.77
chr1	110905470	110933704	ENSG00000168679	SLC16A4	NA	NA	0.45854886	0.115766667	1.05	0.00	0	1	0.88
chr1	110925441	110974982	ENSG00000224699	LAMTOR5-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	110943871	110950564	ENSG00000134248	LAMTOR5	NA	NA	0.394659357	0.248	1.77	0.00	0	1	-0.91
chr1	110993822	110999976	ENSG00000143125	PROK1	NA	NA	NA	0.277216667	1.90	0.00	0	1	-0.19
chr1	111059839	111061797	ENSG00000143105	KCNA10	NA	NA	0.4459923	0.360016667	1.22	0.00	0	1	-0.82
chr1	111136202	111174096	ENSG00000177301	KCNA2	NA	NA	0.644970824	0.593716667	0.38	0.91	1	1	3.83
chr1	111214310	111217655	ENSG00000177272	KCNA3	NA	NA	0.44572322	0.492116667	0.39	0.89	0	1	3.02
chr1	111415775	111442550	ENSG00000143119	CD53	NA	NA	0.63553469	0.340016667	0.99	0.00	0	1	0.81
chr1	111489807	111506701	ENSG00000121931	LRIF1	NA	NA	0.525034935	0.579083333	0.68	0.00	0	1	0.24
chr1	111659955	111682838	ENSG00000156171	DRAM2	NA	NA	0.594166037	0.71905	1.08	0.00	1	1	0.45
chr1	111682249	111727724	ENSG00000134255	CEPT1	NA	NA	0.5236133	0.714983333	0.24	0.99	0	1	2.50
chr1	111729796	111747157	ENSG00000162777	DENND2D	NA	NA	0.517718964	0.358383333	0.64	0.00	0	1	1.13
chr1	111743393	111786062	ENSG00000064886	CHI3L2	NA	NA	0.471518564	0.301283333	1.45	0.00	0	1	-0.43
chr1	111833484	111863188	ENSG00000134216	CHIA	NA	NA	NA	0.116433333	1.24	0.00	0	1	-0.45
chr1	111888910	111895635	ENSG00000173947	PIFO	NA	NA	0.389671905	0.16915	1.59	0.00	0	1	0.46
chr1	111956936	111970399	ENSG00000085465	OVGP1	NA	NA	0.396928505	0.139533333	0.72	0.00	0	1	-0.13
chr1	111982512	111991998	ENSG00000116455	WDR77	NA	NA	0.603878215	0.719333333	0.82	0.00	0	1	1.08
chr1	111991486	112005395	ENSG00000116459	ATP5F1	NA	NA	0.595184721	0.758866667	0.87	0.00	0	1	-0.01
chr1	112016414	112021134	ENSG00000143110	C1orf162	NA	NA	0.509358217	0.1901	1.82	0.00	0	0	0.26
chr1	112025970	112106584	ENSG00000121933	ADORA3	NA	NA	0.379464263	0.326116667	1.07	0.00	0	1	-0.21
chr1	112084840	112259313	ENSG00000116473	RAP1A	NA	NA	0.616405326	0.543333333	0.54	0.62	0	1	2.36
chr1	112223252	112298446	ENSG00000197852	FAM212B	NA	NA	0.564991035	0.694633333	0.97	0.01	0	0	0.34
chr1	112282463	112290420	ENSG00000227811	FAM212B-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	112297867	112310638	ENSG00000064703	DDX20	NA	NA	0.414491406	0.28995	1.04	0.00	0	1	0.08
chr1	112313284	112531777	ENSG00000171385	KCND3	NA	NA	0.705258931	0.735433333	0.28	0.99	1	1	3.85
chr1	112396384	112399527	ENSG00000232558	KCND3-IT1	NA	NA	NA	NA	NA	NA	0	0	NA
chr1	112451958	112453553	ENSG00000237556	KCND3-AS1	NA	NA	NA	NA	NA	NA	0	0	NA
